queries,files
CL-811-Color,LaptopPeriferals.json
Part-Number-8468B010AA,LaptopPeriferals.json
10-cpm,LaptopPeriferals.json
brother,LaptopPeriferals.json
120-MB-free-hard-disk-space,LaptopPeriferals.json
Model-Name-12A-GREEN-Drum-05,LaptopPeriferals.json
Model-Name-AR-REFILL-INK-00224,LaptopPeriferals.json
"A4,-A6,-B5,-DL",LaptopPeriferals.json
Model-Name-CF280A/80A,LaptopPeriferals.json
CR312AA,LaptopPeriferals.json
PZ-101-TONER-CARTRIDGE,LaptopPeriferals.json
12A/FX9_DB_P,LaptopPeriferals.json
Sales-Package-4-pcs-black-ink-of-100ml-each,LaptopPeriferals.json
Model-Name-Q2612a,LaptopPeriferals.json
Model-Name-BT5000-&-BT6000BK,LaptopPeriferals.json
Print-Speed-Color-5-ipm,LaptopPeriferals.json
18-ppm,LaptopPeriferals.json
Printing-Output-Color,LaptopPeriferals.json
Cable-Interface-USB,LaptopPeriferals.json
Weight-6-cm,LaptopPeriferals.json
ONLY-4-BOTTLES-INK,LaptopPeriferals.json
220-mm,LaptopPeriferals.json
3-ink-bottle,LaptopPeriferals.json
3-bottle-inktoner,LaptopPeriferals.json
Width-8-mm,LaptopPeriferals.json
Model-Name-PS_1666-Drum,LaptopPeriferals.json
Sales-Package-1-Nos-Toner-Pouch-of-375-Gms,LaptopPeriferals.json
16-MB-Ram,LaptopPeriferals.json
2-Months,LaptopPeriferals.json
Non-operating-Humidity-Range-20-40-%,LaptopPeriferals.json
Model-Series-PIXMA,LaptopPeriferals.json
Non-operating-Humidity-Range-20%---80%-%,LaptopPeriferals.json
1-Black-Ink-cartridge,LaptopPeriferals.json
Compatible-With-hp-46,LaptopPeriferals.json
4-color-ink-bottle,LaptopPeriferals.json
Photo-Quality-Ink-Refill,LaptopPeriferals.json
Model-Name-G1000/-G2000,LaptopPeriferals.json
JK79A1,LaptopPeriferals.json
Model-Name-L3110,LaptopPeriferals.json
Ink-Drop-.2,LaptopPeriferals.json
Non-operating-Humidity-Range-30-60,LaptopPeriferals.json
"window,-android",LaptopPeriferals.json
Sales-Package-2-pcs-of-100ml-ink-bottles,LaptopPeriferals.json
Compatible-With-EP-L6160-INK-TANK-PRINTERS,LaptopPeriferals.json
3-Ink-Cartridge,LaptopPeriferals.json
15-sec,LaptopPeriferals.json
TN116-JET-BLACK-CARTRIDGE,LaptopPeriferals.json
Model-Name-Sam111_1,LaptopPeriferals.json
Height-15-mm,LaptopPeriferals.json
Brand-CYSNO,LaptopPeriferals.json
Compatible-With-70ML-BLACK-PACKOF4-001,LaptopPeriferals.json
5.94-inch,LaptopPeriferals.json
Sales-Package-Set-of-3-Black-Ink-100-ml,LaptopPeriferals.json
"Compatible-With-Canon-E510,-Canon-E610",LaptopPeriferals.json
CARTRIAGE,LaptopPeriferals.json
1.2-inch-LCD-Screen,LaptopPeriferals.json
Model-Name-MG2570S-ink-bottle,LaptopPeriferals.json
Model-Name-X3119-COMPATIBLE-CARTRIDGE,LaptopPeriferals.json
Model-Name-ICB810/811,LaptopPeriferals.json
"USB-Port,-CD-ROM",LaptopPeriferals.json
16-sec,LaptopPeriferals.json
PS-326,LaptopPeriferals.json
Width-25-mm,LaptopPeriferals.json
2-TONER-CARTRIDGE,LaptopPeriferals.json
Operating-Temperature-Range-20-35-degree-C,LaptopPeriferals.json
2-UNIT-OF-ink-BOTTLE,LaptopPeriferals.json
REFILLINK-100ml,LaptopPeriferals.json
Operating-Humidity-range-30-%---70-%-RH-%,LaptopPeriferals.json
Storage-Temperature-Range-40-50,LaptopPeriferals.json
4-Multicolor-ink-bottle,LaptopPeriferals.json
Model-Name-MG2570S,LaptopPeriferals.json
Compatible-Paper-Width-58/80mm,LaptopPeriferals.json
818-colour-cartridge,LaptopPeriferals.json
44.5-cm,LaptopPeriferals.json
2-unit,LaptopPeriferals.json
ESC-/-P-R,LaptopPeriferals.json
pack-of-4-bottles,LaptopPeriferals.json
Media-size-supported,LaptopPeriferals.json
Power-Requirement-50,LaptopPeriferals.json
Model-Name-TN-2365-Toner-Cartridge,LaptopPeriferals.json
Weight-0.054-kg,LaptopPeriferals.json
F12A-SS,LaptopPeriferals.json
Height-32-mm,LaptopPeriferals.json
Weight-0-g,LaptopPeriferals.json
50-sheets,LaptopPeriferals.json
4-COLOR,LaptopPeriferals.json
Warranty-Service-Type-Nill,LaptopPeriferals.json
17.9-cm,LaptopPeriferals.json
Max-Print-Resolution-(Colour)-5760-x-1440-dpi,LaptopPeriferals.json
Height-16-cm,LaptopPeriferals.json
Waste-Ink-Pad-For-Epson,LaptopPeriferals.json
PS_18A,LaptopPeriferals.json
EPSON-L380-PRINTER,LaptopPeriferals.json
NO-RETURNS-APPLICABLE,LaptopPeriferals.json
205-mm,LaptopPeriferals.json
Business,LaptopPeriferals.json
INKJET-INK,LaptopPeriferals.json
3.13-Rs.,LaptopPeriferals.json
SP-111ONE,LaptopPeriferals.json
3-pcs-ink-bottles,LaptopPeriferals.json
1-Bottle,LaptopPeriferals.json
Height-19,LaptopPeriferals.json
4-BOTTLES-70-ml-EACH,LaptopPeriferals.json
Model-Name-L3100,LaptopPeriferals.json
fingerprint-scan,LaptopPeriferals.json
19-ppm,LaptopPeriferals.json
Sales-Package-3-Ink,LaptopPeriferals.json
pack-of-4-bottle,LaptopPeriferals.json
Media-types-supported-Paper,LaptopPeriferals.json
33-ppm,LaptopPeriferals.json
Model-Series-DCP,LaptopPeriferals.json
CC418A#ACJ,LaptopPeriferals.json
Depth-20.76-inch,LaptopPeriferals.json
KIC230,LaptopPeriferals.json
PS_111SAM,LaptopPeriferals.json
Height-13-mm,LaptopPeriferals.json
3-Color-Ink-Bottle,LaptopPeriferals.json
HP-Deskjet-GT-Series-Printers,LaptopPeriferals.json
Ink-Drop-2-pl,LaptopPeriferals.json
7-Segment-and-Icon-LCD,LaptopPeriferals.json
Voice-Assistant-Compatibility-NA,LaptopPeriferals.json
5-40-degree-C,LaptopPeriferals.json
052CRG,LaptopPeriferals.json
Height-90-mm,LaptopPeriferals.json
CZ638AA,LaptopPeriferals.json
Weight-1-kg,LaptopPeriferals.json
Width-18-mm,LaptopPeriferals.json
Power-consumption-(standby)-1.9-W,LaptopPeriferals.json
Sales-Package-2-Pc,LaptopPeriferals.json
HP-802-Combo-Pack-Ink,LaptopPeriferals.json
Operating-Temperature-Range-7.5-to-32.5-degree-C,LaptopPeriferals.json
277-mm,LaptopPeriferals.json
Model-Name-89-Twin/99,LaptopPeriferals.json
"Model-Name-GT51,-GT52",LaptopPeriferals.json
Processor-200-MHz-ARM9-Processor,LaptopPeriferals.json
2-Ink-Cartridge,LaptopPeriferals.json
Weight-450-g,LaptopPeriferals.json
Model-Name-12A-OEM-Cartridge-02,LaptopPeriferals.json
Depth-6,LaptopPeriferals.json
Depth-36-cm,LaptopPeriferals.json
Optical-scanning-resolution-1200-dpi,LaptopPeriferals.json
2-Year,LaptopPeriferals.json
6.5-sec,LaptopPeriferals.json
Model-Name-LBP6030B,LaptopPeriferals.json
Model-Name-Q2612A,LaptopPeriferals.json
EP-001-Refill-Ink,LaptopPeriferals.json
Model-Name-5085-Aio,LaptopPeriferals.json
Model-Name-HL-L2321D-IND,LaptopPeriferals.json
Interpolated-scanning-resolution-19200-x-19200-dpi,LaptopPeriferals.json
Paper-Roll-Diameter-58-mm,LaptopPeriferals.json
Cable-Interface-usb,LaptopPeriferals.json
Power-consumption-(manual-off)-0.3-W,LaptopPeriferals.json
Weight-200-g,LaptopPeriferals.json
16.8-cm,LaptopPeriferals.json
1-bottle,LaptopPeriferals.json
5-Black-ink-bottle,LaptopPeriferals.json
Model-Name,LaptopPeriferals.json
Height-27.776-cm,LaptopPeriferals.json
As-Per-Flipkart-Return-Policy,LaptopPeriferals.json
Storage-Temperature-Range--20-to-40°,LaptopPeriferals.json
"Paper,-Envelopes",LaptopPeriferals.json
Depth-38-cm,LaptopPeriferals.json
1-X-Ink-Refill,LaptopPeriferals.json
Model-Name-003-REFILL-INK-FOR-L3112,LaptopPeriferals.json
2.3-PL,LaptopPeriferals.json
1-Toner-Cartridge,LaptopPeriferals.json
Printer,LaptopPeriferals.json
Non-operating-Humidity-Range-20-24-%,LaptopPeriferals.json
Manual,LaptopPeriferals.json
Borderless-printing-Yes,LaptopPeriferals.json
37.5-cm,LaptopPeriferals.json
680-black-cartridge,LaptopPeriferals.json
Compatible-Refill-ink,LaptopPeriferals.json
Model-Name-680-&-703-4-COLOR,LaptopPeriferals.json
Brand-Canon,LaptopPeriferals.json
"Power-requirements-100-to-240-V,-50/60-Hz",LaptopPeriferals.json
Ink-Drop,LaptopPeriferals.json
Model-Name-HL-L2351DW-IND,LaptopPeriferals.json
Pack-of-3,LaptopPeriferals.json
21-pages,LaptopPeriferals.json
Covered-in-Warranty-Na,LaptopPeriferals.json
Model-Name-678--4-COLOR,LaptopPeriferals.json
Storage-Temperature-Range-20-70,LaptopPeriferals.json
SINGLE-UNIT-OF-PRINTER-TRAY,LaptopPeriferals.json
Compatible-With-ImageCLASS-LBP6030B,LaptopPeriferals.json
Weight-0.055-kg,LaptopPeriferals.json
All-items,LaptopPeriferals.json
toner-powder-*-1,LaptopPeriferals.json
36.7-cm,LaptopPeriferals.json
Warranty-For-Ink-&-Tools,LaptopPeriferals.json
ENCODER-STRIP-1,LaptopPeriferals.json
12@5drm,LaptopPeriferals.json
9-black-cartridge,LaptopPeriferals.json
5.5-ppm,LaptopPeriferals.json
K4U05B#ACJ,LaptopPeriferals.json
Refill-Ink-OL-SERIES-6,LaptopPeriferals.json
6-Ink-Bottle,LaptopPeriferals.json
CONTAINS-1-TONER-CARTRIDGE,LaptopPeriferals.json
Manufacturing-Defects,LaptopPeriferals.json
Cost-per-Page-(Color)---As-per-ISO-Standards-3.66,LaptopPeriferals.json
Wireless-Support-Yes,LaptopPeriferals.json
Copy-Resolution-Mono-600-x-300-dpi,LaptopPeriferals.json
15.9-cm,LaptopPeriferals.json
Pack-Of-One-With-Box,LaptopPeriferals.json
2-Cartridge,LaptopPeriferals.json
1-UNIT-OF-CARTRIDGE,LaptopPeriferals.json
Depth-30.129-cm,LaptopPeriferals.json
Model-Name-New-47/57-small,LaptopPeriferals.json
Weight-1750-g,LaptopPeriferals.json
1+1-black-Ink-Cartridge,LaptopPeriferals.json
5-kg-toner,LaptopPeriferals.json
Weight-700-g,LaptopPeriferals.json
upto-60-D,LaptopPeriferals.json
PLQ-20-RIBBON-CARTRIDGE,LaptopPeriferals.json
Compatible-With-canen,LaptopPeriferals.json
4QD21A#ACJ,LaptopPeriferals.json
Model-Name-sam116_1,LaptopPeriferals.json
singal-toner,LaptopPeriferals.json
60-sheets,LaptopPeriferals.json
Epson-Printers-L210,LaptopPeriferals.json
Resolution-Na,LaptopPeriferals.json
Max-Print-Resolution-(Mono)-1200-x-1200-dpi,LaptopPeriferals.json
Weight-200,LaptopPeriferals.json
Sales-Package-Drum,LaptopPeriferals.json
Toner-Cartridge,LaptopPeriferals.json
Warranty-Service-Type-na,LaptopPeriferals.json
"Duty-cycle-(monthly,-A4)-10000-Pages",LaptopPeriferals.json
All-Pixma-Model,LaptopPeriferals.json
HP-PCL-3-GUI,LaptopPeriferals.json
Depth-31-cm,LaptopPeriferals.json
Storage-Temperature-Range-10-32,LaptopPeriferals.json
Power-consumption-(active)-12-W,LaptopPeriferals.json
HP-GT51-ink-bottle,LaptopPeriferals.json
premium-ink-bottle,LaptopPeriferals.json
0.2-Rs.,LaptopPeriferals.json
Z6Z11A,LaptopPeriferals.json
Refill-Ink-For-Epson-L550,LaptopPeriferals.json
Storage-Temperature-Range-10-30,LaptopPeriferals.json
Width-12.21-inch,LaptopPeriferals.json
Sales-Package-1-NOS-TK4109-PCR,LaptopPeriferals.json
Plastic,LaptopPeriferals.json
Covered-in-Warranty-No,LaptopPeriferals.json
Internal-Memory-32-MB,LaptopPeriferals.json
4-Unit,LaptopPeriferals.json
1-Tri--color-Ink-Cartridge,LaptopPeriferals.json
116_DU_PS,LaptopPeriferals.json
Height-65-mm,LaptopPeriferals.json
Premium-Bottel-Single,LaptopPeriferals.json
Internal-Memory-8-MB,LaptopPeriferals.json
Model-Name-HP-GT51-XL-&-GT52,LaptopPeriferals.json
PACK-OF-4-CARTRIDGES,LaptopPeriferals.json
Weight-410-g,LaptopPeriferals.json
4-Units-of-Refill-Ink-Bottles,LaptopPeriferals.json
0-Year,LaptopPeriferals.json
Model-Name-C9351AA,LaptopPeriferals.json
5-TONER-CARTRIDGE,LaptopPeriferals.json
Other-Features,LaptopPeriferals.json
18-Paise,LaptopPeriferals.json
Epson-L805-Ink-Tank-Printer,LaptopPeriferals.json
Weight-185-g,LaptopPeriferals.json
25-sheets,LaptopPeriferals.json
Operating-Temperature-range-10---32-DegreeC,LaptopPeriferals.json
Not-Covered-in-Warranty-Yes,LaptopPeriferals.json
PS_80A_,LaptopPeriferals.json
100-Sheets,LaptopPeriferals.json
Brand-Icons,LaptopPeriferals.json
Media-Type-supported-a4,LaptopPeriferals.json
Compatible-With-J-430-/625-/6510,LaptopPeriferals.json
Power-consumption-(active)-360-W,LaptopPeriferals.json
Model-Name-Ink-Refill-for-T673-/-673,LaptopPeriferals.json
Model-Name-810/811,LaptopPeriferals.json
Model-Name-UV-L3110-head-cable,LaptopPeriferals.json
110-mm,LaptopPeriferals.json
5.7-kg,LaptopPeriferals.json
"Power-Requirement-12V,-50Hz",LaptopPeriferals.json
2-Years-Warranty,LaptopPeriferals.json
Sales-Package-1-PCS-GT-135ML,LaptopPeriferals.json
4-COLOR-REFILL-INK,LaptopPeriferals.json
Laser-Shot,LaptopPeriferals.json
Operating-Temperature-Range-20-25-degree-C,LaptopPeriferals.json
207-mm,LaptopPeriferals.json
4-BOTTLES-OF-INK,LaptopPeriferals.json
Compatible-for-Epson-Printers,LaptopPeriferals.json
not-mention-%,LaptopPeriferals.json
Width-41-mm,LaptopPeriferals.json
EcoTank,LaptopPeriferals.json
7.8-sec,LaptopPeriferals.json
10-inch,LaptopPeriferals.json
"Duty-cycle-(monthly,-A4)-1000-pages",LaptopPeriferals.json
Canon-811-color-cartridge,LaptopPeriferals.json
"Model-Name-PG88,-CL98,-ink",LaptopPeriferals.json
Depth-12-mm,LaptopPeriferals.json
3-Color-Ink,LaptopPeriferals.json
pS-85A,LaptopPeriferals.json
2-Years-Manufacturer-Warranty,LaptopPeriferals.json
Model-Name-T664,LaptopPeriferals.json
Compatible-With-HP,LaptopPeriferals.json
11.6-cm,LaptopPeriferals.json
Max-Print-Resolution-(Mono)-5760-x-1440-dpi,LaptopPeriferals.json
Model-Name-REFILLINK-8026,LaptopPeriferals.json
Storage-Temperature-Range-20-25°c,LaptopPeriferals.json
CONTAINS-230-PVC-ID-CARDS,LaptopPeriferals.json
SPC-TONER-CARTRIDGE-88A1,LaptopPeriferals.json
PS_pack1O,LaptopPeriferals.json
1-Unit-Of-Tone-Cartridge,LaptopPeriferals.json
earmokhpg4,LaptopPeriferals.json
Operating-Temperature-Range-20-26-degree-C,LaptopPeriferals.json
Deskjet,LaptopPeriferals.json
13.8-pl,LaptopPeriferals.json
manufacturer-defects,LaptopPeriferals.json
Sales-Package-4-ink,LaptopPeriferals.json
Model-Name-FZP12,LaptopPeriferals.json
27-ppm,LaptopPeriferals.json
1-Cogent,LaptopPeriferals.json
0.21-Rs.,LaptopPeriferals.json
2.2-inch-Touch-Mono-Display,LaptopPeriferals.json
Compatible-With-HP-LaserJet-1012-Printer,LaptopPeriferals.json
1.3-kg,LaptopPeriferals.json
Ink-Combo,LaptopPeriferals.json
88A-OEM-CARTRIDGE-SINGLE,LaptopPeriferals.json
3black,LaptopPeriferals.json
Paper-Roll-Diameter-10-mm,LaptopPeriferals.json
0.23-kg,LaptopPeriferals.json
Warranty-Service-Type-No,LaptopPeriferals.json
PS_310DM,LaptopPeriferals.json
Ink-Drop-2.3pl,LaptopPeriferals.json
Ethernet-Support-No,LaptopPeriferals.json
323-mm,LaptopPeriferals.json
133-mm,LaptopPeriferals.json
1-INK-BOTTLE,LaptopPeriferals.json
Depth-11-mm,LaptopPeriferals.json
1-One-Unit,LaptopPeriferals.json
3-Bottle-of-inktoner,LaptopPeriferals.json
Depth-10-mm,LaptopPeriferals.json
4-Unit-Of-Refill-Ink-Bottle,LaptopPeriferals.json
3.28-Rs.,LaptopPeriferals.json
116-TONER-CARTRIDGE,LaptopPeriferals.json
Model-Number,LaptopPeriferals.json
1.7-ipm,LaptopPeriferals.json
"Media-size-supported-A4,-A5,-B5,-C5,-DL",LaptopPeriferals.json
Copy-Resolution-Colour-4800-x-1200-dpi,LaptopPeriferals.json
Model-Name-88A,LaptopPeriferals.json
Model-Name-12ASDQWERYIOZVCAA123,LaptopPeriferals.json
Model-Name-k2200-toner-powder-250gms-pkt,LaptopPeriferals.json
Canon-E-Series-Refill,LaptopPeriferals.json
Model-Name-ICGT5810,LaptopPeriferals.json
1.2-kg,LaptopPeriferals.json
Max-Print-Resolution-(Mono)-1440-x-720-dpi-dpi,LaptopPeriferals.json
Depth-29-cm,LaptopPeriferals.json
Sales-Package-contains-4x100,LaptopPeriferals.json
Pack-Of-One-With-BOX,LaptopPeriferals.json
69-sec,LaptopPeriferals.json
Trebz-toner-23,LaptopPeriferals.json
Height-1-mm,LaptopPeriferals.json
0.08-Rs.,LaptopPeriferals.json
Weight-0.5-g,LaptopPeriferals.json
Width-160,LaptopPeriferals.json
Height-25-mm,LaptopPeriferals.json
Refill-Ink-L-SERIES,LaptopPeriferals.json
"Compatible-Black-cartridge-Epson-T6641B,1-Year",LaptopPeriferals.json
CL-98-colour-cartridge,LaptopPeriferals.json
printer,LaptopPeriferals.json
Processor,LaptopPeriferals.json
Brand-HOIN,LaptopPeriferals.json
Laser-108-w,LaptopPeriferals.json
SINGLE-ID-TRAY,LaptopPeriferals.json
SECUGEN-HAMSTER-PRO-20,LaptopPeriferals.json
PVC-CARD,LaptopPeriferals.json
Model-Series,LaptopPeriferals.json
Sales-Package-4-coolor-inks-BT6000BK,LaptopPeriferals.json
Width-56-mm,LaptopPeriferals.json
300-mm/second,LaptopPeriferals.json
12A-CARTRIDGE,LaptopPeriferals.json
toner-52,LaptopPeriferals.json
Width-80,LaptopPeriferals.json
Weight-6-kg,LaptopPeriferals.json
5DegC---35DegC-degree-C,LaptopPeriferals.json
1-Black-Bottle,LaptopPeriferals.json
Depth-4-mm,LaptopPeriferals.json
Android-and-IOS-system,LaptopPeriferals.json
Sales-Package-4-pcs-ink-100ml-each,LaptopPeriferals.json
2---line-LCD-(Text),LaptopPeriferals.json
ICCB100,LaptopPeriferals.json
30-Bit,LaptopPeriferals.json
3.3-cm,LaptopPeriferals.json
Width-10-mm,LaptopPeriferals.json
black-ink-cartridge,LaptopPeriferals.json
Weight-220-g,LaptopPeriferals.json
Auto-Document-Feeder-No,LaptopPeriferals.json
hp-56-black-cartridge,LaptopPeriferals.json
1pic-Cartridge,LaptopPeriferals.json
IE-L200,LaptopPeriferals.json
REFLL-060,LaptopPeriferals.json
4-pcs-ink-bottles,LaptopPeriferals.json
Pack-OF-One,LaptopPeriferals.json
Yorkker-Epson-ID-Kard-115pc,LaptopPeriferals.json
160-mm,LaptopPeriferals.json
No-Returns-Applicable,LaptopPeriferals.json
Model-Name-LaserJet-Pro-P1108,LaptopPeriferals.json
Model-Name-88A-Premium-70GM-Bottel-02,LaptopPeriferals.json
"Power-requirements-AC-220---240-V,-50---60-Hz",LaptopPeriferals.json
Model-Name-PS_1610_PC,LaptopPeriferals.json
2.2-cm,LaptopPeriferals.json
Wireless-Support-No,LaptopPeriferals.json
Color-HP,LaptopPeriferals.json
13-inch,LaptopPeriferals.json
All-Canon-Inkjet-Printer,LaptopPeriferals.json
4-multi-color-bottle,LaptopPeriferals.json
Height-50-mm,LaptopPeriferals.json
"HP-PCL-3-GUI,-PCLm,-URF",LaptopPeriferals.json
Turbo-refill-kit-for-hp-901,LaptopPeriferals.json
Model-Name-black,LaptopPeriferals.json
Mantra,LaptopPeriferals.json
Operating-Humidity-range-30-%,LaptopPeriferals.json
Height-7-mm,LaptopPeriferals.json
1-unit-Of-TOner,LaptopPeriferals.json
Model-Name-fz28,LaptopPeriferals.json
BTD60BK,LaptopPeriferals.json
Operating-Humidity-range-30-60,LaptopPeriferals.json
Max-Print-Resolution-(Colour)-4800X600-dpi,LaptopPeriferals.json
Single-Function,LaptopPeriferals.json
3M-Cogent,LaptopPeriferals.json
1-kg-Toner-Powder,LaptopPeriferals.json
replacement,LaptopPeriferals.json
Weight-0.081-kg,LaptopPeriferals.json
0.07-kg,LaptopPeriferals.json
INK-SUCTION-TOOL-KIT,LaptopPeriferals.json
"Power-requirements-AC-100---240V,-50-/-60Hz",LaptopPeriferals.json
0-pages,LaptopPeriferals.json
Compatible-With-12A,LaptopPeriferals.json
Operating-Humidity-range-15-to-80%-RH-%,LaptopPeriferals.json
Resolution-NA,LaptopPeriferals.json
Compatible-Paper-Width-60mm,LaptopPeriferals.json
Depth-37.026-cm,LaptopPeriferals.json
In-The-Box,LaptopPeriferals.json
Compitable-Ink-Cartridge,LaptopPeriferals.json
Broadcasting-Locations-0,LaptopPeriferals.json
Storage-Temperature-Range-20-DEGREE-TO-40-DEGREE,LaptopPeriferals.json
Storage-Temperature-Range-20-40,LaptopPeriferals.json
0-numbers,LaptopPeriferals.json
Height-80-mm,LaptopPeriferals.json
Monochrome,LaptopPeriferals.json
7-Paise,LaptopPeriferals.json
Other-Print-Features-Print-Speed:-Up-to-30/32-ppm,LaptopPeriferals.json
Weight-385-g,LaptopPeriferals.json
17.5-cm,LaptopPeriferals.json
Google-Assistant-and-Alexa,LaptopPeriferals.json
hp-803-ink-cartridge,LaptopPeriferals.json
500-gm-Toner,LaptopPeriferals.json
10-sec,LaptopPeriferals.json
Compatible-88A-Drum,LaptopPeriferals.json
1-Cyan-Bottle,LaptopPeriferals.json
trebbooo-toner-12,LaptopPeriferals.json
R-SP100-Toner,LaptopPeriferals.json
CH561ZZ,LaptopPeriferals.json
Storage-Temperature-Range-20DegC-35DegC,LaptopPeriferals.json
130-mm,LaptopPeriferals.json
Epson-ID-Card-230pc,LaptopPeriferals.json
Width-48-cm,LaptopPeriferals.json
Storage-Temperature-Range--15DegC---35DegC,LaptopPeriferals.json
Canon-CL-831-cartridge,LaptopPeriferals.json
FK388A,LaptopPeriferals.json
Model-Name-108A,LaptopPeriferals.json
Sales-Package-3-packets-of-toner-100gm-x-3,LaptopPeriferals.json
Four-unit-Of-Ink-Bottle,LaptopPeriferals.json
All-cartridge-inkjet-printers,LaptopPeriferals.json
Scan-area-size-216-x-297-mm,LaptopPeriferals.json
Compatible-With-HP-LaserJet-1020-Plus-Printer,LaptopPeriferals.json
Power-consumption-(standby)-1.4-W,LaptopPeriferals.json
intoner,LaptopPeriferals.json
Operating-Humidity-range-40-60,LaptopPeriferals.json
G-printer,LaptopPeriferals.json
Duplex-Print-No,LaptopPeriferals.json
"Power-requirements-AC-200---240-V,-50/60-Hz",LaptopPeriferals.json
1-Black-Ink-Cartridge,LaptopPeriferals.json
Functions-Print,LaptopPeriferals.json
Model-Name-MLT-D1043S,LaptopPeriferals.json
Model-Name-G3012,LaptopPeriferals.json
Weight-850-g,LaptopPeriferals.json
818-black,LaptopPeriferals.json
"Ink-Drop-1.3-pl,-4.7-pl",LaptopPeriferals.json
47-black-cartridge,LaptopPeriferals.json
treebboo-toner-36,LaptopPeriferals.json
4-Unit-Of-Refill-Ink,LaptopPeriferals.json
PZ-SP-300-TONER-CARTRIDGE,LaptopPeriferals.json
black-refilling-inks,LaptopPeriferals.json
TRI-COLOR-INK-BOTTLES,LaptopPeriferals.json
"Copy,-Print,-Scan",LaptopPeriferals.json
Model-Name-ICEP1000,LaptopPeriferals.json
Width-4-mm,LaptopPeriferals.json
1-Toner-cartridge,LaptopPeriferals.json
Weight-0.052-kg,LaptopPeriferals.json
Non-operating-Humidity-Range-20-70-%,LaptopPeriferals.json
230-mm,LaptopPeriferals.json
Model-Name-DeskJet-1112,LaptopPeriferals.json
Weight-199-g,LaptopPeriferals.json
RIBBON,LaptopPeriferals.json
Inkjet-Printers,LaptopPeriferals.json
Depth-21.79-inch,LaptopPeriferals.json
HP-PRINTERS,LaptopPeriferals.json
Ricoh-SP-300dn-Series-Printer,LaptopPeriferals.json
INK-TANK-SYSTEM,LaptopPeriferals.json
Sales-Package,LaptopPeriferals.json
Media-types-supported,LaptopPeriferals.json
Depth-220,LaptopPeriferals.json
35.7-cm,LaptopPeriferals.json
PACK-OF-50-CARDS,LaptopPeriferals.json
Epson-Inkjet-ID-Cards,LaptopPeriferals.json
Depth-41-mm,LaptopPeriferals.json
ALL-INKJET-PRINTERS,LaptopPeriferals.json
1-Unit-of-Toner,LaptopPeriferals.json
AC-Adapter,LaptopPeriferals.json
12A-TONER,LaptopPeriferals.json
Bottles-[Set-of-3],LaptopPeriferals.json
Power-Consumption-3-W,LaptopPeriferals.json
Depth-85-mm,LaptopPeriferals.json
Weight-0.053-kg,LaptopPeriferals.json
Compatible-Black-cartridge-Cartridge-925:-1600-Pages,LaptopPeriferals.json
7.9-kg,LaptopPeriferals.json
Power-Consumption-60-W,LaptopPeriferals.json
"HP-,-Canon-,-Epson",LaptopPeriferals.json
35.5-cm,LaptopPeriferals.json
Width-6-mm,LaptopPeriferals.json
trebz-toner-42,LaptopPeriferals.json
Sales-Package-1-Pcs,LaptopPeriferals.json
Print-Speed-99,LaptopPeriferals.json
Operating-Temperature-Range-20-25°c-degree-C,LaptopPeriferals.json
PG-745S,LaptopPeriferals.json
Print-Speed-1,LaptopPeriferals.json
Home-&-Small-Office,LaptopPeriferals.json
Remote-Reception-No,LaptopPeriferals.json
CZ637AA,LaptopPeriferals.json
Model-Name-36/88A-GREEN-Drum-02,LaptopPeriferals.json
Model-Name-PZ-337A-CARTRIDGE-FOR-244,LaptopPeriferals.json
CE655A#ACJ,LaptopPeriferals.json
Model-Name-051_230a,LaptopPeriferals.json
0.07-Rs.,LaptopPeriferals.json
Toner-Powder,LaptopPeriferals.json
FX/9_12AA,LaptopPeriferals.json
Compatible-With-USED-IN-XEX-3119,LaptopPeriferals.json
CZ108AA,LaptopPeriferals.json
81A/CF-0,LaptopPeriferals.json
0-kbps,LaptopPeriferals.json
12-a-toner,LaptopPeriferals.json
Model-Name-1200a,LaptopPeriferals.json
3-units,LaptopPeriferals.json
4-CARTRIDGES,LaptopPeriferals.json
Model-Name-ICGT1,LaptopPeriferals.json
Model-Name-l405,LaptopPeriferals.json
Brother,LaptopPeriferals.json
Pack-Of-Six,LaptopPeriferals.json
Ink-Tank-L130,LaptopPeriferals.json
1-LITERE-X-1-COLOUR,LaptopPeriferals.json
PS_12APM,LaptopPeriferals.json
Model-Name-FK2612A,LaptopPeriferals.json
15-ppm,LaptopPeriferals.json
Pack-Of-Five,LaptopPeriferals.json
6.28-kg,LaptopPeriferals.json
1-Toner-Pouch,LaptopPeriferals.json
88A-OEM-CARTRIDGE-PACK-OF-2,LaptopPeriferals.json
Compatible-Black-cartridge-T7741,LaptopPeriferals.json
HPGT4F,LaptopPeriferals.json
Secugen,LaptopPeriferals.json
Thermal,LaptopPeriferals.json
Model-Name-IC003,LaptopPeriferals.json
Power-consumption-(active)-10-W,LaptopPeriferals.json
FRONTz-7,LaptopPeriferals.json
Copy-Resolution-Mono-4800-x-1200-dpi,LaptopPeriferals.json
Non-operating-Humidity-Range-20-%,LaptopPeriferals.json
20-ppm,LaptopPeriferals.json
Power-Consumption-12W-W,LaptopPeriferals.json
Active-Noise-Level-55,LaptopPeriferals.json
Replacement-Warranty,LaptopPeriferals.json
Resolution-0-dpi,LaptopPeriferals.json
